Epoch: 0 | train loss: 0.01417 | test loss: 0.01441 | learn rate: 0.00100000
Epoch: 1680 | train loss: 0.00058 | test loss: 0.00030 | learn rate: 0.00043047
Epoch: 1700 | train loss: 0.00043 | test loss: 0.00029 | learn rate: 0.00043047
Epoch: 1720 | train loss: 0.00057 | test loss: 0.00032 | learn rate: 0.00043047
Epoch: 1740 | train loss: 0.00044 | test loss: 0.00030 | learn rate: 0.00043047
Epoch: 1760 | train loss: 0.00050 | test loss: 0.00031 | learn rate: 0.00043047
Epoch: 1780 | train loss: 0.00043 | test loss: 0.00030 | learn rate: 0.00043047
Epoch: 1800 | train loss: 0.00044 | test loss: 0.00028 | learn rate: 0.00038742
Epoch: 1820 | train loss: 0.00057 | test loss: 0.00030 | learn rate: 0.00038742
Epoch: 1840 | train loss: 0.00040 | test loss: 0.00029 | learn rate: 0.00038742
Epoch: 1860 | train loss: 0.00043 | test loss: 0.00028 | learn rate: 0.00038742
Epoch: 1880 | train loss: 0.00038 | test loss: 0.00028 | learn rate: 0.00038742
Epoch: 1900 | train loss: 0.00042 | test loss: 0.00031 | learn rate: 0.00038742
Epoch: 1920 | train loss: 0.00049 | test loss: 0.00028 | learn rate: 0.00038742
Epoch: 1940 | train loss: 0.00045 | test loss: 0.00027 | learn rate: 0.00038742
Epoch: 1960 | train loss: 0.00065 | test loss: 0.00029 | learn rate: 0.00038742
Epoch: 1980 | train loss: 0.00042 | test loss: 0.00027 | learn rate: 0.00038742
Training time: 7084s (1h58m03s)
Training finished! | loss in figure 'train.png': 0.00003 | loss in figure 'test.png': 0.00026
