Epoch: 0 | train loss: 0.06721 | test loss: 0.07941 | learn rate: 0.00100000
Epoch: 1600 | train loss: 0.01141 | test loss: 0.00407 | learn rate: 0.00016777
Epoch: 1620 | train loss: 0.01122 | test loss: 0.00411 | learn rate: 0.00016777
Epoch: 1640 | train loss: 0.01139 | test loss: 0.00409 | learn rate: 0.00016777
Epoch: 1660 | train loss: 0.01115 | test loss: 0.00417 | learn rate: 0.00016777
Epoch: 1680 | train loss: 0.01117 | test loss: 0.00413 | learn rate: 0.00016777
Epoch: 1700 | train loss: 0.01138 | test loss: 0.00404 | learn rate: 0.00016777
Epoch: 1720 | train loss: 0.01120 | test loss: 0.00417 | learn rate: 0.00016777
Epoch: 1740 | train loss: 0.01118 | test loss: 0.00410 | learn rate: 0.00016777
Epoch: 1760 | train loss: 0.01153 | test loss: 0.00408 | learn rate: 0.00016777
Epoch: 1780 | train loss: 0.01265 | test loss: 0.00407 | learn rate: 0.00016777
Epoch: 1800 | train loss: 0.01168 | test loss: 0.00408 | learn rate: 0.00013422
Epoch: 1820 | train loss: 0.01123 | test loss: 0.00402 | learn rate: 0.00013422
Epoch: 1840 | train loss: 0.01174 | test loss: 0.00402 | learn rate: 0.00013422
Epoch: 1860 | train loss: 0.01104 | test loss: 0.00402 | learn rate: 0.00013422
Epoch: 1880 | train loss: 0.01124 | test loss: 0.00401 | learn rate: 0.00013422
Epoch: 1900 | train loss: 0.01098 | test loss: 0.00403 | learn rate: 0.00013422
Epoch: 1920 | train loss: 0.01148 | test loss: 0.00400 | learn rate: 0.00013422
Epoch: 1940 | train loss: 0.01163 | test loss: 0.00400 | learn rate: 0.00013422
Epoch: 1960 | train loss: 0.01133 | test loss: 0.00398 | learn rate: 0.00013422
Epoch: 1980 | train loss: 0.01100 | test loss: 0.00402 | learn rate: 0.00013422
Epoch: 2000 | train loss: 0.01098 | test loss: 0.00398 | learn rate: 0.00010737
Training time: 44s (0h00m44s)
Training finished! | loss in figure 'train.png': 0.00213 | loss in figure 'test.png': 0.00376
