Epoch: 0 | train loss: 0.02917 | test loss: 0.02911 | learn rate: 0.00100000
Epoch: 540 | train loss: 0.00134 | test loss: 0.00091 | learn rate: 0.00064000
Epoch: 560 | train loss: 0.00168 | test loss: 0.00093 | learn rate: 0.00064000
Epoch: 580 | train loss: 0.00116 | test loss: 0.00089 | learn rate: 0.00064000
Epoch: 600 | train loss: 0.00126 | test loss: 0.00085 | learn rate: 0.00051200
Epoch: 620 | train loss: 0.00130 | test loss: 0.00089 | learn rate: 0.00051200
Epoch: 640 | train loss: 0.00106 | test loss: 0.00080 | learn rate: 0.00051200
Epoch: 660 | train loss: 0.00102 | test loss: 0.00081 | learn rate: 0.00051200
Epoch: 680 | train loss: 0.00118 | test loss: 0.00091 | learn rate: 0.00051200
Epoch: 700 | train loss: 0.00119 | test loss: 0.00082 | learn rate: 0.00051200
Epoch: 720 | train loss: 0.00113 | test loss: 0.00082 | learn rate: 0.00051200
Epoch: 740 | train loss: 0.00104 | test loss: 0.00080 | learn rate: 0.00051200
Epoch: 760 | train loss: 0.00114 | test loss: 0.00086 | learn rate: 0.00051200
Epoch: 780 | train loss: 0.00149 | test loss: 0.00079 | learn rate: 0.00051200
Epoch: 800 | train loss: 0.00131 | test loss: 0.00076 | learn rate: 0.00040960
Epoch: 820 | train loss: 0.00111 | test loss: 0.00075 | learn rate: 0.00040960
Epoch: 840 | train loss: 0.00110 | test loss: 0.00076 | learn rate: 0.00040960
Epoch: 860 | train loss: 0.00106 | test loss: 0.00075 | learn rate: 0.00040960
Epoch: 880 | train loss: 0.00093 | test loss: 0.00073 | learn rate: 0.00040960
Epoch: 900 | train loss: 0.00094 | test loss: 0.00073 | learn rate: 0.00040960
Epoch: 920 | train loss: 0.00099 | test loss: 0.00074 | learn rate: 0.00040960
Epoch: 940 | train loss: 0.00098 | test loss: 0.00076 | learn rate: 0.00040960
Epoch: 960 | train loss: 0.00128 | test loss: 0.00073 | learn rate: 0.00040960
Epoch: 980 | train loss: 0.00096 | test loss: 0.00072 | learn rate: 0.00040960
Epoch: 1000 | train loss: 0.00094 | test loss: 0.00071 | learn rate: 0.00032768
Epoch: 1020 | train loss: 0.00099 | test loss: 0.00075 | learn rate: 0.00032768
Epoch: 1040 | train loss: 0.00086 | test loss: 0.00070 | learn rate: 0.00032768
Epoch: 1060 | train loss: 0.00092 | test loss: 0.00069 | learn rate: 0.00032768
Epoch: 1080 | train loss: 0.00101 | test loss: 0.00070 | learn rate: 0.00032768
Epoch: 1100 | train loss: 0.00107 | test loss: 0.00070 | learn rate: 0.00032768
Epoch: 1120 | train loss: 0.00105 | test loss: 0.00072 | learn rate: 0.00032768
Epoch: 1140 | train loss: 0.00088 | test loss: 0.00070 | learn rate: 0.00032768
Epoch: 1160 | train loss: 0.00084 | test loss: 0.00069 | learn rate: 0.00032768
Epoch: 1180 | train loss: 0.00182 | test loss: 0.00076 | learn rate: 0.00032768
Epoch: 1200 | train loss: 0.00094 | test loss: 0.00067 | learn rate: 0.00026214
Epoch: 1220 | train loss: 0.00105 | test loss: 0.00068 | learn rate: 0.00026214
Epoch: 1240 | train loss: 0.00093 | test loss: 0.00067 | learn rate: 0.00026214
Epoch: 1260 | train loss: 0.00080 | test loss: 0.00070 | learn rate: 0.00026214
Epoch: 1280 | train loss: 0.00081 | test loss: 0.00067 | learn rate: 0.00026214
Epoch: 1300 | train loss: 0.00141 | test loss: 0.00066 | learn rate: 0.00026214
Epoch: 1320 | train loss: 0.00092 | test loss: 0.00066 | learn rate: 0.00026214
Epoch: 1340 | train loss: 0.00078 | test loss: 0.00066 | learn rate: 0.00026214
Epoch: 1360 | train loss: 0.00094 | test loss: 0.00067 | learn rate: 0.00026214
Epoch: 1380 | train loss: 0.00094 | test loss: 0.00067 | learn rate: 0.00026214
Epoch: 1400 | train loss: 0.00084 | test loss: 0.00068 | learn rate: 0.00020972
Epoch: 1420 | train loss: 0.00097 | test loss: 0.00066 | learn rate: 0.00020972
Epoch: 1440 | train loss: 0.00100 | test loss: 0.00064 | learn rate: 0.00020972
Epoch: 1460 | train loss: 0.00109 | test loss: 0.00065 | learn rate: 0.00020972
Epoch: 1480 | train loss: 0.00084 | test loss: 0.00067 | learn rate: 0.00020972
Epoch: 1500 | train loss: 0.00083 | test loss: 0.00063 | learn rate: 0.00020972
Epoch: 1520 | train loss: 0.00087 | test loss: 0.00064 | learn rate: 0.00020972
Epoch: 1540 | train loss: 0.00077 | test loss: 0.00065 | learn rate: 0.00020972
Epoch: 1560 | train loss: 0.00093 | test loss: 0.00063 | learn rate: 0.00020972
Epoch: 1580 | train loss: 0.00090 | test loss: 0.00064 | learn rate: 0.00020972
Epoch: 1600 | train loss: 0.00140 | test loss: 0.00063 | learn rate: 0.00016777
Epoch: 1620 | train loss: 0.00086 | test loss: 0.00065 | learn rate: 0.00016777
Epoch: 1640 | train loss: 0.00105 | test loss: 0.00062 | learn rate: 0.00016777
Epoch: 1660 | train loss: 0.00089 | test loss: 0.00062 | learn rate: 0.00016777
Epoch: 1680 | train loss: 0.00078 | test loss: 0.00065 | learn rate: 0.00016777
Epoch: 1700 | train loss: 0.00089 | test loss: 0.00062 | learn rate: 0.00016777
Epoch: 1720 | train loss: 0.00113 | test loss: 0.00062 | learn rate: 0.00016777
Epoch: 1740 | train loss: 0.00084 | test loss: 0.00065 | learn rate: 0.00016777
Epoch: 1760 | train loss: 0.00107 | test loss: 0.00065 | learn rate: 0.00016777
Epoch: 1780 | train loss: 0.00085 | test loss: 0.00063 | learn rate: 0.00016777
Epoch: 1800 | train loss: 0.00087 | test loss: 0.00063 | learn rate: 0.00013422
Epoch: 1820 | train loss: 0.00073 | test loss: 0.00061 | learn rate: 0.00013422
Epoch: 1840 | train loss: 0.00081 | test loss: 0.00062 | learn rate: 0.00013422
Epoch: 1860 | train loss: 0.00092 | test loss: 0.00063 | learn rate: 0.00013422
Epoch: 1880 | train loss: 0.00076 | test loss: 0.00062 | learn rate: 0.00013422
Epoch: 1900 | train loss: 0.00084 | test loss: 0.00063 | learn rate: 0.00013422
Epoch: 1920 | train loss: 0.00086 | test loss: 0.00060 | learn rate: 0.00013422
Epoch: 1940 | train loss: 0.00075 | test loss: 0.00061 | learn rate: 0.00013422
Epoch: 1960 | train loss: 0.00071 | test loss: 0.00062 | learn rate: 0.00013422
Epoch: 1980 | train loss: 0.00078 | test loss: 0.00061 | learn rate: 0.00013422
Training time: 8153s (2h15m52s)
Training finished! | loss in figure 'train.png': 0.00038 | loss in figure 'test.png': 0.00079
